"","Array","Species","ID","Location","Order","Trial","Session"
"5531","DT","Vervet","JK","2",5,40,21
"5532","DT","Vervet","JK","6",6,40,21
"5533","DT","Vervet","JK","1040",7,40,21
"5534","DT","Vervet","JK","5",1,41,21
"5535","DT","Vervet","JK","4",2,41,21
"5536","DT","Vervet","JK","1",3,41,21
"5537","DT","Vervet","JK","2",4,41,21
"5538","DT","Vervet","JK","6",5,41,21
"5539","DT","Vervet","JK","3",6,41,21
"5540","DT","Vervet","JK","1041",7,41,21
"5541","DT","Vervet","JK","5",1,42,21
"5542","DT","Vervet","JK","4",2,42,21
"5543","DT","Vervet","JK","3",3,42,21
"5544","DT","Vervet","JK","1",4,42,21
"5545","DT","Vervet","JK","2",5,42,21
"5546","DT","Vervet","JK","6",6,42,21
"5547","DT","Vervet","JK","1042",7,42,21
"5548","DT","Vervet","JK","5",1,43,21
"5549","DT","Vervet","JK","4",2,43,21
"5550","DT","Vervet","JK","1",3,43,21
"5551","DT","Vervet","JK","2",4,43,21
"5552","DT","Vervet","JK","3",5,43,21
"5553","DT","Vervet","JK","4",6,43,21
"5554","DT","Vervet","JK","6",7,43,21
"5555","DT","Vervet","JK","1043",8,43,21
"5556","DT","Vervet","JK","5",1,44,22
"5557","DT","Vervet","JK","4",2,44,22
"5558","DT","Vervet","JK","1",3,44,22
"5559","DT","Vervet","JK","2",4,44,22
"5560","DT","Vervet","JK","6",5,44,22
"5561","DT","Vervet","JK","3",6,44,22
"5562","DT","Vervet","JK","1044",7,44,22
"5563","DT","Vervet","JK","3",1,45,22
"5564","DT","Vervet","JK","4",2,45,22
"5565","DT","Vervet","JK","1",3,45,22
"5566","DT","Vervet","JK","2",4,45,22
"5567","DT","Vervet","JK","6",5,45,22
"5568","DT","Vervet","JK","5",6,45,22
"5569","DT","Vervet","JK","1045",7,45,22
"5570","DT","Vervet","JK","5",1,46,23
"5571","DT","Vervet","JK","4",2,46,23
"5572","DT","Vervet","JK","3",3,46,23
"5573","DT","Vervet","JK","2",4,46,23
"5574","DT","Vervet","JK","1",5,46,23
"5575","DT","Vervet","JK","6",6,46,23
"5576","DT","Vervet","JK","1046",7,46,23
"5577","DT","Vervet","JK","5",1,47,23
"5578","DT","Vervet","JK","4",2,47,23
"5579","DT","Vervet","JK","3",3,47,23
"5580","DT","Vervet","JK","2",4,47,23
"5581","DT","Vervet","JK","1",5,47,23
"5582","DT","Vervet","JK","6",6,47,23
"5583","DT","Vervet","JK","1047",7,47,23
"5584","DT","Vervet","JK","5",1,48,23
"5585","DT","Vervet","JK","4",2,48,23
"5586","DT","Vervet","JK","3",3,48,23
"5587","DT","Vervet","JK","1",4,48,23
"5588","DT","Vervet","JK","6",5,48,23
"5589","DT","Vervet","JK","2",6,48,23
"5590","DT","Vervet","JK","1048",7,48,23
"5591","DT","Vervet","JK","3",1,49,23
"5592","DT","Vervet","JK","4",2,49,23
"5593","DT","Vervet","JK","5",3,49,23
"5594","DT","Vervet","JK","1",4,49,23
"5595","DT","Vervet","JK","2",5,49,23
"5596","DT","Vervet","JK","6",6,49,23
"5597","DT","Vervet","JK","1049",7,49,23
"5598","DT","Vervet","JK","5",1,50,24
"5599","DT","Vervet","JK","4",2,50,24
"5600","DT","Vervet","JK","3",3,50,24
"5601","DT","Vervet","JK","2",4,50,24
"5602","DT","Vervet","JK","1",5,50,24
"5603","DT","Vervet","JK","6",6,50,24
"5604","DT","Vervet","JK","1050",7,50,24
"5605","DT","Vervet","JK","5",1,51,24
"5606","DT","Vervet","JK","4",2,51,24
"5607","DT","Vervet","JK","3",3,51,24
"5608","DT","Vervet","JK","2",4,51,24
"5609","DT","Vervet","JK","1",5,51,24
"5610","DT","Vervet","JK","6",6,51,24
"5611","DT","Vervet","JK","1051",7,51,24
"5612","DT","Vervet","JK","5",1,52,24
"5613","DT","Vervet","JK","4",2,52,24
"5614","DT","Vervet","JK","1",3,52,24
"5615","DT","Vervet","JK","2",4,52,24
"5616","DT","Vervet","JK","6",5,52,24
"5617","DT","Vervet","JK","3",6,52,24
"5618","DT","Vervet","JK","1052",7,52,24
"5619","DT","Vervet","JK","2",1,53,25
"5620","DT","Vervet","JK","1",2,53,25
"5621","DT","Vervet","JK","6",3,53,25
"5622","DT","Vervet","JK","5",4,53,25
"5623","DT","Vervet","JK","4",5,53,25
"5624","DT","Vervet","JK","3",6,53,25
"5625","DT","Vervet","JK","1053",7,53,25
"5626","DT","Vervet","JK","5",1,54,25
"5627","DT","Vervet","JK","4",2,54,25
"5628","DT","Vervet","JK","3",3,54,25
"5629","DT","Vervet","JK","2",4,54,25
"5630","DT","Vervet","JK","1",5,54,25
"5631","DT","Vervet","JK","6",6,54,25
"5632","DT","Vervet","JK","1054",7,54,25
"5633","DT","Vervet","JK","6",1,55,26
"5634","DT","Vervet","JK","1",2,55,26
"5635","DT","Vervet","JK","2",3,55,26
"5636","DT","Vervet","JK","4",4,55,26
"5637","DT","Vervet","JK","3",5,55,26
"5638","DT","Vervet","JK","5",6,55,26
"5639","DT","Vervet","JK","1055",7,55,26
"5640","DT","Vervet","JK","5",1,56,27
"5641","DT","Vervet","JK","4",2,56,27
"5642","DT","Vervet","JK","3",3,56,27
"5643","DT","Vervet","JK","1",4,56,27
"5644","DT","Vervet","JK","2",5,56,27
"5645","DT","Vervet","JK","6",6,56,27
"5646","DT","Vervet","JK","1056",7,56,27
"5647","DT","Vervet","JK","5",1,57,27
"5648","DT","Vervet","JK","4",2,57,27
"5649","DT","Vervet","JK","2",3,57,27
"5650","DT","Vervet","JK","1",4,57,27
"5651","DT","Vervet","JK","6",5,57,27
"5652","DT","Vervet","JK","1057",6,57,27
"5653","DT","Vervet","JK","5",1,58,27
"5654","DT","Vervet","JK","4",2,58,27
"5655","DT","Vervet","JK","3",3,58,27
"5656","DT","Vervet","JK","1",4,58,27
"5657","DT","Vervet","JK","2",5,58,27
"5658","DT","Vervet","JK","6",6,58,27
"5659","DT","Vervet","JK","1058",7,58,27
"5660","DT","Vervet","JK","6",1,59,27
"5661","DT","Vervet","JK","5",2,59,27
"5662","DT","Vervet","JK","4",3,59,27
"5663","DT","Vervet","JK","1",4,59,27
"5664","DT","Vervet","JK","2",5,59,27
"5665","DT","Vervet","JK","3",6,59,27
"5666","DT","Vervet","JK","1059",7,59,27
"5667","DT","Vervet","JK","5",1,60,28
"5668","DT","Vervet","JK","4",2,60,28
"5669","DT","Vervet","JK","3",3,60,28
"5670","DT","Vervet","JK","2",4,60,28
"5671","DT","Vervet","JK","1",5,60,28
"5672","DT","Vervet","JK","6",6,60,28
"5673","DT","Vervet","JK","1060",7,60,28
"5674","DT","Vervet","JK","3",1,61,29
"5675","DT","Vervet","JK","4",2,61,29
"5676","DT","Vervet","JK","5",3,61,29
"5677","DT","Vervet","JK","6",4,61,29
"5678","DT","Vervet","JK","1",5,61,29
"5679","DT","Vervet","JK","2",6,61,29
"5680","DT","Vervet","JK","1061",7,61,29
"5681","DT","Vervet","JK","3",1,62,29
"5682","DT","Vervet","JK","4",2,62,29
"5683","DT","Vervet","JK","1",3,62,29
"5684","DT","Vervet","JK","2",4,62,29
"5685","DT","Vervet","JK","6",5,62,29
"5686","DT","Vervet","JK","5",6,62,29
"5687","DT","Vervet","JK","1062",7,62,29
"5688","DT","Vervet","JK","3",1,63,30
"5689","DT","Vervet","JK","2",2,63,30
"5690","DT","Vervet","JK","1",3,63,30
"5691","DT","Vervet","JK","4",4,63,30
"5692","DT","Vervet","JK","5",5,63,30
"5693","DT","Vervet","JK","6",6,63,30
"5694","DT","Vervet","JK","1063",7,63,30
"5695","DT","Vervet","JK","5",1,64,30
"5696","DT","Vervet","JK","4",2,64,30
"5697","DT","Vervet","JK","3",3,64,30
"5698","DT","Vervet","JK","2",4,64,30
"5699","DT","Vervet","JK","1",5,64,30
"5700","DT","Vervet","JK","6",6,64,30
"5701","DT","Vervet","JK","1064",7,64,30
"5702","DT","Vervet","JK","5",1,65,30
"5703","DT","Vervet","JK","4",2,65,30
"5704","DT","Vervet","JK","1",3,65,30
"5705","DT","Vervet","JK","2",4,65,30
"5706","DT","Vervet","JK","6",5,65,30
"5707","DT","Vervet","JK","3",6,65,30
"5708","DT","Vervet","JK","1065",7,65,30
"5709","DT","Vervet","JK","4",1,66,30
"5710","DT","Vervet","JK","1",2,66,30
"5711","DT","Vervet","JK","2",3,66,30
"5712","DT","Vervet","JK","5",4,66,30
"5713","DT","Vervet","JK","6",5,66,30
"5714","DT","Vervet","JK","3",6,66,30
"5715","DT","Vervet","JK","1066",7,66,30
"5716","DT","Vervet","JK","5",1,67,30
"5717","DT","Vervet","JK","4",2,67,30
"5718","DT","Vervet","JK","1",3,67,30
"5719","DT","Vervet","JK","2",4,67,30
"5720","DT","Vervet","JK","6",5,67,30
"5721","DT","Vervet","JK","3",6,67,30
"5722","DT","Vervet","JK","1067",7,67,30
"5723","DT","Vervet","JK","5",1,68,31
"5724","DT","Vervet","JK","4",2,68,31
"5725","DT","Vervet","JK","3",3,68,31
"5726","DT","Vervet","JK","1",4,68,31
"5727","DT","Vervet","JK","2",5,68,31
"5728","DT","Vervet","JK","6",6,68,31
"5729","DT","Vervet","JK","1068",7,68,31
"5730","DT","Vervet","JK","5",1,69,31
"5731","DT","Vervet","JK","4",2,69,31
"5732","DT","Vervet","JK","1",3,69,31
"5733","DT","Vervet","JK","2",4,69,31
"5734","DT","Vervet","JK","3",5,69,31
"5735","DT","Vervet","JK","6",6,69,31
"5736","DT","Vervet","JK","1069",7,69,31
"5737","DT","Vervet","JK","5",1,70,31
"5738","DT","Vervet","JK","4",2,70,31
"5739","DT","Vervet","JK","3",3,70,31
"5740","DT","Vervet","JK","2",4,70,31
"5741","DT","Vervet","JK","1",5,70,31
"5742","DT","Vervet","JK","6",6,70,31
"5743","DT","Vervet","JK","1070",7,70,31
"5744","DT","Vervet","JK","5",1,71,31
"5745","DT","Vervet","JK","4",2,71,31
"5746","DT","Vervet","JK","3",3,71,31
"5747","DT","Vervet","JK","2",4,71,31
"5748","DT","Vervet","JK","1",5,71,31
"5749","DT","Vervet","JK","6",6,71,31
"5750","DT","Vervet","JK","1071",7,71,31
"5751","DT","Vervet","JK","5",1,72,32
"5752","DT","Vervet","JK","4",2,72,32
"5753","DT","Vervet","JK","3",3,72,32
"5754","DT","Vervet","JK","2",4,72,32
"5755","DT","Vervet","JK","1",5,72,32
"5756","DT","Vervet","JK","6",6,72,32
"5757","DT","Vervet","JK","1072",7,72,32
"5758","DT","Vervet","JK","5",1,73,33
"5759","DT","Vervet","JK","4",2,73,33
"5760","DT","Vervet","JK","1",3,73,33
"5761","DT","Vervet","JK","2",4,73,33
"5762","DT","Vervet","JK","6",5,73,33
"5763","DT","Vervet","JK","3",6,73,33
"5764","DT","Vervet","JK","1073",7,73,33
"5765","DT","Vervet","JK","5",1,74,33
"5766","DT","Vervet","JK","4",2,74,33
"5767","DT","Vervet","JK","3",3,74,33
"5768","DT","Vervet","JK","2",4,74,33
"5769","DT","Vervet","JK","1",5,74,33
"5770","DT","Vervet","JK","6",6,74,33
"5771","DT","Vervet","JK","1074",7,74,33
"5772","DT","Vervet","JK","5",1,75,33
"5773","DT","Vervet","JK","4",2,75,33
"5774","DT","Vervet","JK","3",3,75,33
"5775","DT","Vervet","JK","2",4,75,33
"5776","DT","Vervet","JK","1",5,75,33
"5777","DT","Vervet","JK","6",6,75,33
"5778","DT","Vervet","JK","1075",7,75,33
"5779","DT","Vervet","JK","5",1,76,33
"5780","DT","Vervet","JK","4",2,76,33
"5781","DT","Vervet","JK","3",3,76,33
"5782","DT","Vervet","JK","2",4,76,33
"5783","DT","Vervet","JK","1",5,76,33
"5784","DT","Vervet","JK","6",6,76,33
"5785","DT","Vervet","JK","1076",7,76,33
"5786","DT","Vervet","JK","5",1,77,33
"5787","DT","Vervet","JK","4",2,77,33
"5788","DT","Vervet","JK","1",3,77,33
"5789","DT","Vervet","JK","2",4,77,33
"5790","DT","Vervet","JK","6",5,77,33
"5791","DT","Vervet","JK","5",6,77,33
"5792","DT","Vervet","JK","3",7,77,33
"5793","DT","Vervet","JK","1077",8,77,33
"5794","DT","Vervet","JK","3",1,78,33
"5795","DT","Vervet","JK","4",2,78,33
"5796","DT","Vervet","JK","5",3,78,33
"5797","DT","Vervet","JK","6",4,78,33
"5798","DT","Vervet","JK","1",5,78,33
"5799","DT","Vervet","JK","2",6,78,33
"5800","DT","Vervet","JK","1078",7,78,33
"5801","DT","Vervet","JK","2",1,79,34
"5802","DT","Vervet","JK","1",2,79,34
"5803","DT","Vervet","JK","6",3,79,34
"5804","DT","Vervet","JK","5",4,79,34
"5805","DT","Vervet","JK","4",5,79,34
"5806","DT","Vervet","JK","3",6,79,34
"5807","DT","Vervet","JK","1079",7,79,34
"5808","DT","Vervet","JK","3",1,80,34
"5809","DT","Vervet","JK","4",2,80,34
"5810","DT","Vervet","JK","1",3,80,34
"5811","DT","Vervet","JK","2",4,80,34
"5812","DT","Vervet","JK","6",5,80,34
"5813","DT","Vervet","JK","5",6,80,34
"5814","DT","Vervet","JK","1080",7,80,34
"5815","DT","Vervet","JK","3",1,81,34
"5816","DT","Vervet","JK","4",2,81,34
"5817","DT","Vervet","JK","1",3,81,34
"5818","DT","Vervet","JK","2",4,81,34
"5819","DT","Vervet","JK","6",5,81,34
"5820","DT","Vervet","JK","5",6,81,34
"5821","DT","Vervet","JK","1081",7,81,34
"5822","DT","Vervet","JK","3",1,82,34
"5823","DT","Vervet","JK","4",2,82,34
"5824","DT","Vervet","JK","1",3,82,34
"5825","DT","Vervet","JK","2",4,82,34
"5826","DT","Vervet","JK","6",5,82,34
"5827","DT","Vervet","JK","5",6,82,34
"5828","DT","Vervet","JK","1082",7,82,34
"5829","DT","Vervet","JK","3",1,83,34
"5830","DT","Vervet","JK","4",2,83,34
"5831","DT","Vervet","JK","1",3,83,34
"5832","DT","Vervet","JK","2",4,83,34
"5833","DT","Vervet","JK","6",5,83,34
"5834","DT","Vervet","JK","5",6,83,34
"5835","DT","Vervet","JK","1083",7,83,34
"5836","DT","Vervet","JK","5",1,84,35
"5837","DT","Vervet","JK","4",2,84,35
"5838","DT","Vervet","JK","1",3,84,35
"5839","DT","Vervet","JK","2",4,84,35
"5840","DT","Vervet","JK","6",5,84,35
"5841","DT","Vervet","JK","3",6,84,35
"5842","DT","Vervet","JK","1084",7,84,35
"5843","DT","Vervet","JK","5",1,85,35
"5844","DT","Vervet","JK","4",2,85,35
"5845","DT","Vervet","JK","3",3,85,35
"5846","DT","Vervet","JK","1",4,85,35
"5847","DT","Vervet","JK","2",5,85,35
"5848","DT","Vervet","JK","6",6,85,35
"5849","DT","Vervet","JK","1085",7,85,35
"5850","DT","Vervet","JK","3",1,86,36
"5851","DT","Vervet","JK","4",2,86,36
"5852","DT","Vervet","JK","5",3,86,36
"5853","DT","Vervet","JK","1",4,86,36
"5854","DT","Vervet","JK","2",5,86,36
"5855","DT","Vervet","JK","6",6,86,36
"5856","DT","Vervet","JK","1086",7,86,36
"5857","DT","Vervet","JK","5",1,87,37
"5858","DT","Vervet","JK","4",2,87,37
"5859","DT","Vervet","JK","1",3,87,37
"5860","DT","Vervet","JK","2",4,87,37
"5861","DT","Vervet","JK","3",5,87,37
"5862","DT","Vervet","JK","6",6,87,37
"5863","DT","Vervet","JK","1087",7,87,37
"5864","DT","Vervet","JK","5",1,88,37
"5865","DT","Vervet","JK","4",2,88,37
"5866","DT","Vervet","JK","3",3,88,37
"5867","DT","Vervet","JK","2",4,88,37
"5868","DT","Vervet","JK","1",5,88,37
"5869","DT","Vervet","JK","6",6,88,37
"5870","DT","Vervet","JK","1088",7,88,37
"5871","DT","Vervet","JK","5",1,89,37
"5872","DT","Vervet","JK","4",2,89,37
"5873","DT","Vervet","JK","1",3,89,37
"5874","DT","Vervet","JK","2",4,89,37
"5875","DT","Vervet","JK","3",5,89,37
"5876","DT","Vervet","JK","6",6,89,37
"5877","DT","Vervet","JK","1089",7,89,37
"5878","DT","Vervet","JK","4",1,90,38
"5879","DT","Vervet","JK","1",2,90,38
"5880","DT","Vervet","JK","2",3,90,38
"5881","DT","Vervet","JK","5",4,90,38
"5882","DT","Vervet","JK","6",5,90,38
"5883","DT","Vervet","JK","3",6,90,38
"5884","DT","Vervet","JK","1090",7,90,38
"5885","DT","Vervet","JK","5",1,91,38
"5886","DT","Vervet","JK","4",2,91,38
"5887","DT","Vervet","JK","1",3,91,38
"5888","DT","Vervet","JK","2",4,91,38
"5889","DT","Vervet","JK","6",5,91,38
"5890","DT","Vervet","JK","3",6,91,38
"5891","DT","Vervet","JK","1091",7,91,38
"5892","DT","Vervet","JK","5",1,92,38
"5893","DT","Vervet","JK","4",2,92,38
"5894","DT","Vervet","JK","1",3,92,38
"5895","DT","Vervet","JK","2",4,92,38
"5896","DT","Vervet","JK","3",5,92,38
"5897","DT","Vervet","JK","6",6,92,38
"5898","DT","Vervet","JK","1092",7,92,38
"5899","DT","Vervet","JK","5",1,93,38
"5900","DT","Vervet","JK","4",2,93,38
"5901","DT","Vervet","JK","1",3,93,38
"5902","DT","Vervet","JK","2",4,93,38
"5903","DT","Vervet","JK","3",5,93,38
"5904","DT","Vervet","JK","6",6,93,38
"5905","DT","Vervet","JK","1093",7,93,38
"5906","DT","Vervet","JK","5",1,94,39
"5907","DT","Vervet","JK","4",2,94,39
"5908","DT","Vervet","JK","1",3,94,39
"5909","DT","Vervet","JK","2",4,94,39
"5910","DT","Vervet","JK","3",5,94,39
"5911","DT","Vervet","JK","6",6,94,39
"5912","DT","Vervet","JK","1094",7,94,39
"5913","DT","Vervet","JK","3",1,95,39
"5914","DT","Vervet","JK","4",2,95,39
"5915","DT","Vervet","JK","1",3,95,39
"5916","DT","Vervet","JK","2",4,95,39
"5917","DT","Vervet","JK","5",5,95,39
"5918","DT","Vervet","JK","6",6,95,39
"5919","DT","Vervet","JK","1095",7,95,39
"5920","DT","Vervet","JK","4",1,96,39
"5921","DT","Vervet","JK","1",2,96,39
"5922","DT","Vervet","JK","2",3,96,39
"5923","DT","Vervet","JK","3",4,96,39
"5924","DT","Vervet","JK","5",5,96,39
"5925","DT","Vervet","JK","6",6,96,39
"5926","DT","Vervet","JK","1096",7,96,39
"5927","DT","Vervet","JK","5",1,97,40
"5928","DT","Vervet","JK","4",2,97,40
"5929","DT","Vervet","JK","1",3,97,40
"5930","DT","Vervet","JK","2",4,97,40
"5931","DT","Vervet","JK","6",5,97,40
"5932","DT","Vervet","JK","3",6,97,40
"5933","DT","Vervet","JK","1097",7,97,40
"5934","DT","Vervet","JK","5",1,98,40
"5935","DT","Vervet","JK","4",2,98,40
"5936","DT","Vervet","JK","2",3,98,40
"5937","DT","Vervet","JK","1",4,98,40
"5938","DT","Vervet","JK","6",5,98,40
"5939","DT","Vervet","JK","1098",6,98,40
"5940","DT","Vervet","JK","5",1,99,40
"5941","DT","Vervet","JK","4",2,99,40
"5942","DT","Vervet","JK","1",3,99,40
"5943","DT","Vervet","JK","2",4,99,40
"5944","DT","Vervet","JK","3",5,99,40
"5945","DT","Vervet","JK","6",6,99,40
"5946","DT","Vervet","JK","1099",7,99,40
"5947","DT","Vervet","JK","2",1,100,41
"5948","DT","Vervet","JK","1",2,100,41
"5949","DT","Vervet","JK","6",3,100,41
"5950","DT","Vervet","JK","5",4,100,41
"5951","DT","Vervet","JK","4",5,100,41
"5952","DT","Vervet","JK","3",6,100,41
"5953","DT","Vervet","JK","1100",7,100,41
"5954","DT","Vervet","JK","6",1,101,41
"5955","DT","Vervet","JK","1",2,101,41
"5956","DT","Vervet","JK","4",3,101,41
"5957","DT","Vervet","JK","5",4,101,41
"5958","DT","Vervet","JK","3",5,101,41
"5959","DT","Vervet","JK","2",6,101,41
"5960","DT","Vervet","JK","1101",7,101,41
"5961","DT","Vervet","JK","6",1,102,41
"5962","DT","Vervet","JK","1",2,102,41
"5963","DT","Vervet","JK","4",3,102,41
"5964","DT","Vervet","JK","3",4,102,41
"5965","DT","Vervet","JK","2",5,102,41
"5966","DT","Vervet","JK","5",6,102,41
"5967","DT","Vervet","JK","1102",7,102,41
"5968","DT","Vervet","JK","3",1,103,41
"5969","DT","Vervet","JK","4",2,103,41
"5970","DT","Vervet","JK","1",3,103,41
"5971","DT","Vervet","JK","2",4,103,41
"5972","DT","Vervet","JK","6",5,103,41
"5973","DT","Vervet","JK","1103",6,103,41
"5974","DT","Vervet","JK","5",1,104,42
"5975","DT","Vervet","JK","4",2,104,42
"5976","DT","Vervet","JK","1",3,104,42
"5977","DT","Vervet","JK","2",4,104,42
"5978","DT","Vervet","JK","3",5,104,42
"5979","DT","Vervet","JK","6",6,104,42
"5980","DT","Vervet","JK","1104",7,104,42
"5981","DT","Vervet","JK","3",1,105,42
"5982","DT","Vervet","JK","4",2,105,42
"5983","DT","Vervet","JK","5",3,105,42
"5984","DT","Vervet","JK","1",4,105,42
"5985","DT","Vervet","JK","2",5,105,42
"5986","DT","Vervet","JK","6",6,105,42
"5987","DT","Vervet","JK","1105",7,105,42
"5988","DT","Vervet","JK","3",1,106,42
"5989","DT","Vervet","JK","4",2,106,42
"5990","DT","Vervet","JK","1",3,106,42
"5991","DT","Vervet","JK","2",4,106,42
"5992","DT","Vervet","JK","5",5,106,42
"5993","DT","Vervet","JK","6",6,106,42
"5994","DT","Vervet","JK","1106",7,106,42
"5995","DT","Vervet","JK","5",1,107,42
"5996","DT","Vervet","JK","4",2,107,42
"5997","DT","Vervet","JK","1",3,107,42
"5998","DT","Vervet","JK","2",4,107,42
"5999","DT","Vervet","JK","3",5,107,42
"6000","DT","Vervet","JK","6",6,107,42
"6001","DT","Vervet","JK","1107",7,107,42
"6002","DT","Vervet","JK","5",1,108,43
"6003","DT","Vervet","JK","4",2,108,43
"6004","DT","Vervet","JK","3",3,108,43
"6005","DT","Vervet","JK","2",4,108,43
"6006","DT","Vervet","JK","1",5,108,43
"6007","DT","Vervet","JK","6",6,108,43
"6008","DT","Vervet","JK","1108",7,108,43
"6009","DT","Vervet","JK","5",1,109,43
"6010","DT","Vervet","JK","4",2,109,43
"6011","DT","Vervet","JK","2",3,109,43
"6012","DT","Vervet","JK","1",4,109,43
"6013","DT","Vervet","JK","4",5,109,43
"6014","DT","Vervet","JK","3",6,109,43
"6015","DT","Vervet","JK","1109",7,109,43
"6016","DT","Vervet","JK","5",1,110,43
"6017","DT","Vervet","JK","4",2,110,43
"6018","DT","Vervet","JK","1",3,110,43
"6019","DT","Vervet","JK","2",4,110,43
"6020","DT","Vervet","JK","6",5,110,43
"6021","DT","Vervet","JK","3",6,110,43
"6022","DT","Vervet","JK","1110",7,110,43
"6023","DT","Vervet","JK","5",1,111,43
"6024","DT","Vervet","JK","1",2,111,43
"6025","DT","Vervet","JK","2",3,111,43
"6026","DT","Vervet","JK","3",4,111,43
"6027","DT","Vervet","JK","5",5,111,43
"6028","DT","Vervet","JK","1111",6,111,43
"6029","DT","Vervet","JK","5",1,112,43
"6030","DT","Vervet","JK","4",2,112,43
"6031","DT","Vervet","JK","1",3,112,43
"6032","DT","Vervet","JK","2",4,112,43
"6033","DT","Vervet","JK","6",5,112,43
"6034","DT","Vervet","JK","3",6,112,43
"6035","DT","Vervet","JK","1112",7,112,43
"6036","DT","Vervet","JK","5",1,113,43
"6037","DT","Vervet","JK","4",2,113,43
"6038","DT","Vervet","JK","1",3,113,43
"6039","DT","Vervet","JK","2",4,113,43
"6040","DT","Vervet","JK","3",5,113,43
"6041","DT","Vervet","JK","6",6,113,43
"6042","DT","Vervet","JK","1113",7,113,43
"6043","DT","Vervet","JK","3",1,114,44
"6044","DT","Vervet","JK","4",2,114,44
"6045","DT","Vervet","JK","1",3,114,44
"6046","DT","Vervet","JK","2",4,114,44
"6047","DT","Vervet","JK","5",5,114,44
"6048","DT","Vervet","JK","6",6,114,44
"6049","DT","Vervet","JK","1114",7,114,44
"6050","DT","Vervet","JK","3",1,115,44
"6051","DT","Vervet","JK","4",2,115,44
"6052","DT","Vervet","JK","1",3,115,44
"6053","DT","Vervet","JK","2",4,115,44
"6054","DT","Vervet","JK","5",5,115,44
"6055","DT","Vervet","JK","6",6,115,44
"6056","DT","Vervet","JK","1115",7,115,44
"6057","DT","Vervet","JK","3",1,116,44
"6058","DT","Vervet","JK","4",2,116,44
"6059","DT","Vervet","JK","1",3,116,44
"6060","DT","Vervet","JK","2",4,116,44
"6061","DT","Vervet","JK","6",5,116,44
"6062","DT","Vervet","JK","5",6,116,44
"6063","DT","Vervet","JK","1116",7,116,44
"6064","DT","Vervet","JK","5",1,117,44
"6065","DT","Vervet","JK","4",2,117,44
"6066","DT","Vervet","JK","1",3,117,44
"6067","DT","Vervet","JK","2",4,117,44
"6068","DT","Vervet","JK","6",5,117,44
"6069","DT","Vervet","JK","3",6,117,44
"6070","DT","Vervet","JK","1117",7,117,44
"6071","DT","Vervet","JK","3",1,118,44
"6072","DT","Vervet","JK","4",2,118,44
"6073","DT","Vervet","JK","1",3,118,44
"6074","DT","Vervet","JK","2",4,118,44
"6075","DT","Vervet","JK","6",5,118,44
"6076","DT","Vervet","JK","5",6,118,44
"6077","DT","Vervet","JK","1118",7,118,44
"6078","DT","Vervet","JK","3",1,119,44
"6079","DT","Vervet","JK","4",2,119,44
"6080","DT","Vervet","JK","1",3,119,44
"6081","DT","Vervet","JK","2",4,119,44
"6082","DT","Vervet","JK","5",5,119,44
"6083","DT","Vervet","JK","6",6,119,44
"6084","DT","Vervet","JK","1119",7,119,44
"6085","DT","Vervet","JK","2",1,120,44
"6086","DT","Vervet","JK","1",2,120,44
"6087","DT","Vervet","JK","4",3,120,44
"6088","DT","Vervet","JK","5",4,120,44
"6089","DT","Vervet","JK","6",5,120,44
"6090","DT","Vervet","JK","3",6,120,44
"6091","DT","Vervet","JK","1120",7,120,44
"6092","DT","Vervet","LP","5",1,1,1
"6093","DT","Vervet","LP","1",2,1,1
"6094","DT","Vervet","LP","2",3,1,1
"6095","DT","Vervet","LP","4",4,1,1
"6096","DT","Vervet","LP","3",5,1,1
"6097","DT","Vervet","LP","6",6,1,1
"6098","DT","Vervet","LP","1001",7,1,1
"6099","DT","Vervet","LP","5",1,2,2
"6100","DT","Vervet","LP","4",2,2,2
"6101","DT","Vervet","LP","1",3,2,2
"6102","DT","Vervet","LP","6",4,2,2
"6103","DT","Vervet","LP","2",5,2,2
"6104","DT","Vervet","LP","3",6,2,2
"6105","DT","Vervet","LP","1002",7,2,2
"6106","DT","Vervet","LP","6",1,3,3
"6107","DT","Vervet","LP","1",2,3,3
"6108","DT","Vervet","LP","2",3,3,3
"6109","DT","Vervet","LP","4",4,3,3
"6110","DT","Vervet","LP","5",5,3,3
"6111","DT","Vervet","LP","4",6,3,3
"6112","DT","Vervet","LP","3",7,3,3
"6113","DT","Vervet","LP","1003",8,3,3
"6114","DT","Vervet","MA","2",1,1,1
"6115","DT","Vervet","MA","1",2,1,1
"6116","DT","Vervet","MA","4",3,1,1
"6117","DT","Vervet","MA","3",4,1,1
"6118","DT","Vervet","MA","5",5,1,1
"6119","DT","Vervet","MA","6",6,1,1
"6120","DT","Vervet","MA","1001",7,1,1
"6121","DT","Vervet","MA","2",1,2,2
"6122","DT","Vervet","MA","1",2,2,2
"6123","DT","Vervet","MA","4",3,2,2
"6124","DT","Vervet","MA","5",4,2,2
"6125","DT","Vervet","MA","6",5,2,2
"6126","DT","Vervet","MA","3",6,2,2
"6127","DT","Vervet","MA","1002",7,2,2
"6128","DT","Vervet","NM","3",1,1,1
"6129","DT","Vervet","NM","4",2,1,1
"6130","DT","Vervet","NM","1",3,1,1
"6131","DT","Vervet","NM","2",4,1,1
"6132","DT","Vervet","NM","5",5,1,1
"6133","DT","Vervet","NM","6",6,1,1
