"","Array","Species","ID","Sequence","Session","Trial"
"1","Zarray","Japanese macaque","Asaco","134562",1,1
"2","Zarray","Japanese macaque","Asaco","643215",2,2
"3","Zarray","Japanese macaque","Asaco","134652",2,3
"4","Zarray","Japanese macaque","Asaco","134652",2,4
"5","Zarray","Japanese macaque","Asaco","564321",3,5
"6","Zarray","Japanese macaque","Asaco","564321",4,6
"7","Zarray","Japanese macaque","Asaco","123456",4,7
"8","Zarray","Japanese macaque","Asaco","123456",5,8
"9","Zarray","Japanese macaque","Asaco","564321",6,9
"10","Zarray","Japanese macaque","Asaco","123456",6,10
"11","Zarray","Japanese macaque","Asaco","123456",7,11
"12","Zarray","Japanese macaque","BrightEyes","134652",1,1
"13","Zarray","Japanese macaque","BrightEyes","134562",2,2
"14","Zarray","Japanese macaque","BrightEyes","213465",3,3
"15","Zarray","Japanese macaque","BrightEyes","234561",3,4
"16","Zarray","Japanese macaque","BrightEyes","134652",3,5
"17","Zarray","Japanese macaque","BrightEyes","432156",4,6
"18","Zarray","Japanese macaque","BrightEyes","643125",5,7
"19","Zarray","Japanese macaque","BrightEyes","214365",5,8
"20","Zarray","Japanese macaque","BrightEyes","234561",6,9
"21","Zarray","Japanese macaque","BrightEyes","134652",6,10
"22","Zarray","Japanese macaque","BrightEyes","321456",6,11
"23","Zarray","Japanese macaque","BrightEyes","213465",7,12
"24","Zarray","Japanese macaque","BrightEyes","643125",8,13
"25","Zarray","Japanese macaque","Propeller","234651",1,1
"26","Zarray","Japanese macaque","Propeller","123465",1,2
"27","Zarray","Japanese macaque","Propeller","123465",1,3
"28","Zarray","Japanese macaque","Propeller","123465",1,4
"29","Zarray","Japanese macaque","Propeller","564321",1,5
"30","Zarray","Japanese macaque","Propeller","123465",2,6
"31","Zarray","Japanese macaque","Propeller","456321",3,7
"32","Zarray","Japanese macaque","Propeller","132465",3,8
"33","Zarray","Japanese macaque","Propeller","132465",3,9
"34","Zarray","Japanese macaque","Propeller","123465",3,10
"35","Zarray","Japanese macaque","Propeller","432156",3,11
"36","Zarray","Japanese macaque","Propeller","123465",3,12
"37","Zarray","Japanese macaque","Propeller","543261",3,13
"38","Zarray","Japanese macaque","Propeller","213456",4,14
"39","Zarray","Japanese macaque","Propeller","564321",5,15
"40","Zarray","Japanese macaque","Propeller","123465",5,16
"41","Zarray","Japanese macaque","Propeller","123465",5,17
"42","Zarray","Japanese macaque","Propeller","546321",5,18
"43","Zarray","Japanese macaque","Rudy","654321",1,1
"44","Zarray","Japanese macaque","Rudy","654321",1,2
"45","Zarray","Japanese macaque","Rudy","654321",1,3
"46","Zarray","Japanese macaque","Rudy","645312",1,4
"47","Zarray","Japanese macaque","Rudy","643215",1,5
"48","Zarray","Japanese macaque","Rudy","654321",1,6
"49","Zarray","Japanese macaque","Rudy","654312",1,7
"50","Zarray","Japanese macaque","Rudy","645321",1,8
"51","Zarray","Japanese macaque","Rudy","643215",1,9
"52","Zarray","Japanese macaque","Rudy","654321",1,10
"53","Zarray","Japanese macaque","Rudy","654321",1,11
"54","Zarray","Japanese macaque","Rudy","654321",1,12
"55","Zarray","Japanese macaque","Rudy","234156",2,13
"56","Zarray","Japanese macaque","Rudy","643215",2,14
"57","Zarray","Japanese macaque","Rudy","234156",2,15
"58","Zarray","Japanese macaque","Rudy","643215",2,16
"59","Zarray","Japanese macaque","Rudy","643215",2,17
"60","Zarray","Japanese macaque","Rudy","654321",2,18
"61","Zarray","Japanese macaque","Rudy","213456",2,19
"62","Zarray","Japanese macaque","Rudy","654321",2,20
"63","Zarray","Japanese macaque","Rudy","643215",3,21
"64","Zarray","Japanese macaque","Rudy","234561",4,22
"65","Zarray","Japanese macaque","Rudy","643215",4,23
"66","Zarray","Japanese macaque","Rudy","654321",4,24
"67","Zarray","Japanese macaque","Rudy","643215",4,25
"68","Zarray","Japanese macaque","Rudy","643215",4,26
"69","Zarray","Japanese macaque","Rudy","645321",4,27
"70","Zarray","Japanese macaque","Rudy","645321",4,28
"71","Zarray","Japanese macaque","Rudy","654321",4,29
"72","Zarray","Japanese macaque","Rudy","654321",4,30
"73","Zarray","Japanese macaque","Rudy","643215",4,31
"74","Zarray","Japanese macaque","ScarLeftForearm","234651",1,1
"75","Zarray","Japanese macaque","ScarLeftForearm","431265",2,2
"76","Zarray","Japanese macaque","ScarLeftForearm","645312",3,3
"77","Zarray","Japanese macaque","ScarLeftForearm","213465",4,4
"78","Zarray","Japanese macaque","ScarLeftForearm","532146",5,5
"79","Zarray","Japanese macaque","ScarLeftForearm","123465",5,6
"80","Zarray","Japanese macaque","ScarLeftForearm","123465",5,7
"81","Zarray","Japanese macaque","ScarLeftForearm","543126",6,8
"82","Zarray","Japanese macaque","ScarLeftForearm","546312",6,9
"83","Zarray","Japanese macaque","ScarLeftForearm","321456",7,10
"84","Zarray","Japanese macaque","Fuco","654312",1,1
"85","Zarray","Japanese macaque","Fuco","654123",1,2
"86","Zarray","Japanese macaque","Fuco","321456",1,3
"87","Zarray","Japanese macaque","Fuco","654132",1,4
"88","Zarray","Japanese macaque","Fuco","346512",2,5
"89","Zarray","Japanese macaque","Fuco","213465",3,6
"90","Zarray","Japanese macaque","Fuco","123456",4,7
"91","Zarray","Japanese macaque","Fuco","123465",5,8
"92","Zarray","Japanese macaque","Fuco","123456",6,9
"93","Zarray","Japanese macaque","Kii","643215",1,1
"94","Zarray","Japanese macaque","Kii","632145",1,2
"95","Zarray","Japanese macaque","Kii","513462",2,3
"96","Zarray","Japanese macaque","Kii","132465",2,4
"97","Zarray","Japanese macaque","Kii","123465",3,5
"98","Zarray","Japanese macaque","Manta","654321",1,1
"99","Zarray","Japanese macaque","Manta","643125",2,2
"100","Zarray","Japanese macaque","Manta","234561",3,3
"101","Zarray","Japanese macaque","Manta","564321",4,4
"102","Zarray","Japanese macaque","Manta","654312",5,5
"103","Zarray","Japanese macaque","Patchy","654321",1,1
"104","Zarray","Japanese macaque","Patchy","132456",2,2
"105","Zarray","Japanese macaque","Patchy","134652",3,3
"106","Zarray","Japanese macaque","Patchy","123456",4,4
"107","Zarray","Japanese macaque","Patchy","543216",5,5
"108","Zarray","Japanese macaque","Patchy","213465",6,6
"109","Zarray","Japanese macaque","Patchy","132456",6,7
"110","Zarray","Japanese macaque","Yochan","654312",1,1
"111","Zarray","Japanese macaque","Yochan","234561",1,2
"112","Zarray","Japanese macaque","Yochan","123465",2,3
"113","Zarray","Japanese macaque","Yochan","123465",2,4
"114","Zarray","Japanese macaque","Yochan","123465",2,5
"115","Zarray","Japanese macaque","Yochan","123465",3,6
"116","DT","Vervet","CL","145632",1,1
"117","DT","Vervet","CL","214356",1,2
"118","DT","Vervet","JK","542163",1,1
"119","DT","Vervet","JK","5412643",2,2
"120","DT","Vervet","JK","216543",3,3
"121","DT","Vervet","JK","543216",3,4
"122","DT","Vervet","JK","341256",4,5
"123","DT","Vervet","JK","543216",5,6
"124","DT","Vervet","JK","543216",6,7
"125","DT","Vervet","JK","543216",6,8
"126","DT","Vervet","JK","543216",6,9
"127","DT","Vervet","JK","543126",7,10
"128","DT","Vervet","JK","412356",8,11
"129","DT","Vervet","JK","543216",9,12
"130","DT","Vervet","JK","543216",10,13
"131","DT","Vervet","JK","5412643",11,14
"132","DT","Vervet","JK","341265",11,15
"133","DT","Vervet","JK","5412653",11,16
"134","DT","Vervet","JK","541236",12,17
"135","DT","Vervet","JK","341265",12,18
"136","DT","Vervet","JK","541236",12,19
"137","DT","Vervet","JK","345612",12,20
"138","DT","Vervet","JK","345612",13,21
"139","DT","Vervet","JK","541263",14,22
"140","DT","Vervet","JK","412653",15,23
"141","DT","Vervet","JK","541236",16,24
"142","DT","Vervet","JK","432165",16,25
"143","DT","Vervet","JK","541263",17,26
"144","DT","Vervet","JK","451236",17,27
"145","DT","Vervet","JK","341652",17,28
"146","DT","Vervet","JK","341265",17,29
"147","DT","Vervet","JK","412653",17,30
"148","DT","Vervet","JK","345126",18,31
"149","DT","Vervet","JK","543126",18,32
"150","DT","Vervet","JK","341265",18,33
"151","DT","Vervet","JK","543126",18,34
"152","DT","Vervet","JK","5412643",19,35
"153","DT","Vervet","JK","541236",19,36
"154","DT","Vervet","JK","543126",19,37
"155","DT","Vervet","JK","543126",20,38
"156","DT","Vervet","JK","612435",20,39
"157","DT","Vervet","JK","543126",21,40
"158","DT","Vervet","JK","541263",21,41
"159","DT","Vervet","JK","543126",21,42
"160","DT","Vervet","JK","5412346",21,43
"161","DT","Vervet","JK","541263",22,44
"162","DT","Vervet","JK","341265",22,45
"163","DT","Vervet","JK","543216",23,46
"164","DT","Vervet","JK","543216",23,47
"165","DT","Vervet","JK","543162",23,48
"166","DT","Vervet","JK","345126",23,49
"167","DT","Vervet","JK","543216",24,50
"168","DT","Vervet","JK","543216",24,51
"169","DT","Vervet","JK","541263",24,52
"170","DT","Vervet","JK","216543",25,53
"171","DT","Vervet","JK","543216",25,54
"172","DT","Vervet","JK","612435",26,55
"173","DT","Vervet","JK","543126",27,56
"174","DT","Vervet","JK","54216",27,57
"175","DT","Vervet","JK","543126",27,58
"176","DT","Vervet","JK","654123",27,59
"177","DT","Vervet","JK","543216",28,60
"178","DT","Vervet","JK","345612",29,61
"179","DT","Vervet","JK","341265",29,62
"180","DT","Vervet","JK","321456",30,63
"181","DT","Vervet","JK","543216",30,64
"182","DT","Vervet","JK","541263",30,65
"183","DT","Vervet","JK","412563",30,66
"184","DT","Vervet","JK","541263",30,67
"185","DT","Vervet","JK","543126",31,68
"186","DT","Vervet","JK","541236",31,69
"187","DT","Vervet","JK","543216",31,70
"188","DT","Vervet","JK","543216",31,71
"189","DT","Vervet","JK","543216",32,72
"190","DT","Vervet","JK","541263",33,73
"191","DT","Vervet","JK","543216",33,74
"192","DT","Vervet","JK","543216",33,75
"193","DT","Vervet","JK","543216",33,76
"194","DT","Vervet","JK","5412653",33,77
"195","DT","Vervet","JK","345612",33,78
"196","DT","Vervet","JK","216543",34,79
"197","DT","Vervet","JK","341265",34,80
"198","DT","Vervet","JK","341265",34,81
"199","DT","Vervet","JK","341265",34,82
"200","DT","Vervet","JK","341265",34,83
"201","DT","Vervet","JK","541263",35,84
"202","DT","Vervet","JK","543126",35,85
"203","DT","Vervet","JK","345126",36,86
"204","DT","Vervet","JK","541236",37,87
"205","DT","Vervet","JK","543216",37,88
"206","DT","Vervet","JK","541236",37,89
"207","DT","Vervet","JK","412563",38,90
"208","DT","Vervet","JK","541263",38,91
"209","DT","Vervet","JK","541236",38,92
"210","DT","Vervet","JK","541236",38,93
"211","DT","Vervet","JK","541236",39,94
"212","DT","Vervet","JK","341256",39,95
"213","DT","Vervet","JK","412356",39,96
"214","DT","Vervet","JK","541263",40,97
"215","DT","Vervet","JK","54216",40,98
"216","DT","Vervet","JK","541236",40,99
"217","DT","Vervet","JK","216543",41,100
"218","DT","Vervet","JK","614532",41,101
"219","DT","Vervet","JK","614325",41,102
"220","DT","Vervet","JK","34126",41,103
"221","DT","Vervet","JK","541236",42,104
"222","DT","Vervet","JK","345126",42,105
"223","DT","Vervet","JK","341256",42,106
"224","DT","Vervet","JK","541236",42,107
"225","DT","Vervet","JK","543216",43,108
"226","DT","Vervet","JK","542143",43,109
"227","DT","Vervet","JK","541263",43,110
"228","DT","Vervet","JK","51235",43,111
"229","DT","Vervet","JK","541263",43,112
"230","DT","Vervet","JK","541236",43,113
"231","DT","Vervet","JK","341256",44,114
"232","DT","Vervet","JK","341256",44,115
"233","DT","Vervet","JK","341265",44,116
"234","DT","Vervet","JK","541263",44,117
"235","DT","Vervet","JK","341265",44,118
"236","DT","Vervet","JK","341256",44,119
"237","DT","Vervet","JK","214563",44,120
"238","DT","Vervet","LP","512436",1,1
"239","DT","Vervet","LP","541623",2,2
"240","DT","Vervet","LP","6124543",3,3
"241","DT","Vervet","MA","214356",1,1
"242","DT","Vervet","MA","214563",2,2
"243","DT","Vervet","NM","341256",1,1
"244","DT","Vervet","NM","214356",2,2
"245","DT","Vervet","NM","543126",3,3
"246","DT","Vervet","NM","543216",3,4
"247","DT","Vervet","NM","561243",4,5
"248","DT","Vervet","NM","216543",4,6
"249","DT","Vervet","NM","341256",5,7
"250","DT","Vervet","NM","543216",6,8
"251","DT","Vervet","NM","612453",6,9
"252","DT","Vervet","NM","341265",7,10
"253","DT","Vervet","NM","124536",7,11
"254","DT","Vervet","NM","543126",8,12
"255","DT","Vervet","NM","345612",8,13
"256","DT","Vervet","NM","5434126",9,14
"257","DT","Vervet","NM","543216",10,15
"258","DT","Vervet","NM","543216",10,16
"259","DT","Vervet","NM","543126",10,17
"260","DT","Vervet","NM","561243",11,18
"261","DT","Vervet","NM","543126",11,19
"262","DT","Vervet","NM","345126",12,20
"263","DT","Vervet","NM","345126",12,21
"264","DT","Vervet","NM","216543",12,22
"265","DT","Vervet","NM","216543",12,23
"266","DT","Vervet","NM","543216",13,24
"267","DT","Vervet","NM","124356",13,25
"268","DT","Vervet","NM","612453",13,26
"269","DT","Vervet","NM","341265",14,27
"270","DT","Vervet","NM","543126",15,28
"271","DT","Vervet","NM","612435",15,29
"272","DT","Vervet","NM","543216",16,30
"273","DT","Vervet","NM","543216",16,31
"274","DT","Vervet","NM","612453",16,32
"275","DT","Vervet","NM","341265",17,33
"276","DT","Vervet","NM","612453",18,34
"277","DT","Vervet","NM","543126",18,35
"278","DT","Vervet","NM","543216",18,36
"279","DT","Vervet","NM","543126",19,37
"280","DT","Vervet","NM","543126",19,38
"281","DT","Vervet","NM","543126",19,39
"282","DT","Vervet","NM","543216",19,40
"283","DT","Vervet","NM","543216",20,41
"284","DT","Vervet","NM","543216",20,42
"285","DT","Vervet","NM","543216",20,43
"286","DT","Vervet","NM","543216",21,44
"287","DT","Vervet","NM","543216",21,45
"288","DT","Vervet","NM","541263",21,46
"289","DT","Vervet","NM","543126",21,47
"290","DT","Vervet","NM","54321",21,48
"291","DT","Vervet","NM","54321",21,49
"292","DT","Vervet","NM","54123",21,50
"293","DT","Vervet","NM","345612",22,51
"294","DT","Vervet","NM","543216",22,52
"295","DT","Vervet","NM","543126",23,53
"296","DT","Vervet","NM","543216",23,54
"297","DT","Vervet","NM","345126",24,55
"298","DT","Vervet","NM","612453",24,56
"299","DT","Vervet","NM","5434126",25,57
"300","DT","Vervet","NM","612435",25,58
"301","DT","Vervet","NM","654312",25,59
"302","DT","Vervet","NM","543126",25,60
"303","DT","Vervet","NM","612435",25,61
"304","DT","Vervet","NM","345612",26,62
"305","DT","Vervet","NM","345612",26,63
"306","DT","Vervet","NM","345126",26,64
"307","DT","Vervet","NM","345126",26,65
"308","DT","Vervet","NM","345612",26,66
"309","DT","Vervet","NM","341256",26,67
"310","DT","Vervet","NM","543216",27,68
"311","DT","Vervet","NM","543216",27,69
"312","DT","Vervet","NM","543216",27,70
"313","DT","Vervet","NM","561243",27,71
"314","DT","Vervet","NM","543126",27,72
"315","DT","Vervet","NM","432165",28,73
"316","DT","Vervet","NM","543126",28,74
"317","DT","Vervet","NM","543216",28,75
"318","DT","Vervet","NM","543126",28,76
"319","DT","Vervet","NM","543216",29,77
"320","DT","Vervet","NM","345126",29,78
"321","DT","Vervet","NM","543216",30,79
"322","DT","Vervet","NM","543126",30,80
"323","DT","Vervet","NM","543216",30,81
"324","DT","Vervet","NM","543216",30,82
"325","DT","Vervet","NM","543216",30,83
"326","DT","Vervet","NM","543216",30,84
"327","DT","Vervet","NM","543126",31,85
"328","DT","Vervet","NM","543216",31,86
"329","DT","Vervet","NM","543216",31,87
"330","DT","Vervet","NM","543216",31,88
"331","DT","Vervet","NM","345612",32,89
"332","DT","Vervet","NM","12456",33,90
"333","DT","Vervet","NM","12456",33,91
"334","DT","Vervet","NM","61245",33,92
"335","DT","Vervet","NM","612435",33,93
"336","DT","Vervet","NM","543216",34,94
"337","DT","Vervet","NM","216543",35,95
"338","DT","Vervet","NM","543216",36,96
"339","DT","Vervet","NM","543216",36,97
"340","DT","Vervet","NM","543216",36,98
"341","DT","Vervet","NM","124356",36,99
"342","DT","Vervet","NM","543126",36,100
"343","DT","Vervet","NM","543216",36,101
"344","DT","Vervet","NM","543216",37,102
"345","DT","Vervet","NM","543126",37,103
"346","DT","Vervet","NM","543216",37,104
"347","DT","Vervet","NM","543216",37,105
"348","DT","Vervet","NM","543216",38,106
"349","DT","Vervet","NM","543216",39,107
"350","DT","Vervet","NM","543216",39,108
"351","DT","Vervet","NM","543216",39,109
"352","DT","Vervet","NM","541236",40,110
"353","DT","Vervet","NM","543216",40,111
"354","DT","Vervet","NM","543216",40,112
"355","DT","Vervet","NM","214563",41,113
"356","DT","Vervet","NM","543216",42,114
"357","DT","Vervet","NM","543216",42,115
"358","DT","Vervet","NM","543216",42,116
"359","DT","Vervet","NM","543216",43,117
"360","DT","Vervet","NM","543216",43,118
"361","DT","Vervet","NM","543216",43,119
"362","DT","Vervet","NM","543216",43,120
"363","DT","Vervet","NM","543216",43,121
"364","DT","Vervet","NM","543216",43,122
"365","DT","Vervet","NM","345126",44,123
"366","DT","Vervet","NM","453216",44,124
"367","DT","Vervet","NM","435126",44,125
"368","DT","Vervet","NM","543126",44,126
"369","DT","Vervet","NM","124563",44,127
"370","DT","Vervet","NM","456123",44,128
"371","DT","Vervet","NM","216543",44,129
"372","DT","Vervet","NM","345126",44,130
"373","DT","Vervet","NM","435126",45,131
"374","DT","Vervet","NM","543216",45,132
"375","DT","Vervet","NM","543126",45,133
"376","DT","Vervet","NM","543126",45,134
"377","DT","Vervet","NM","543126",46,135
"378","DT","Vervet","NM","543216",46,136
"379","DT","Vervet","NM","543216",46,137
"380","DT","Vervet","NM","543216",46,138
"381","DT","Vervet","NM","543216",46,139
"382","DT","Vervet","NM","543126",46,140
"383","DT","Vervet","NM","543216",46,141
"384","DT","Vervet","NM","5412346",46,142
"385","DT","Vervet","NM","543216",46,143
"386","DT","Vervet","NM","543126",46,144
"387","DT","Vervet","NM","543126",46,145
"388","DT","Vervet","NM","341265",47,146
"389","DT","Vervet","NM","612435",47,147
"390","DT","Vervet","NM","124563",47,148
"391","DT","Vervet","NM","612453",47,149
"392","DT","Vervet","NM","612435",47,150
"393","DT","Vervet","NM","612453",47,151
"394","DT","Vervet","NM","543126",48,152
"395","DT","Vervet","NM","543126",49,153
"396","DT","Vervet","NM","543126",49,154
"397","DT","Vervet","OT","543216",1,1
"398","DT","Vervet","OT","541236",2,2
"399","DT","Vervet","PT","54216",1,1
"400","DT","Vervet","PT","5214",1,2
"401","DT","Vervet","TB","345126",1,1
"402","DT","Vervet","TB","543216",2,2
"403","DT","Vervet","TS","456123",1,1
"404","DT","Vervet","TS","543216",2,2
"405","DT","Vervet","TS","34512",2,3
"406","DT","Vervet","TS","612453",3,4
"407","DT","Vervet","TS","261453",4,5
"408","DT","Vervet","TS","456123",5,6
"409","DT","Vervet","TS","214563",5,7
"410","DT","Vervet","TS","124356",6,8
"411","DT","Vervet","TS","124563",6,9
"412","DT","Vervet","TS","612453",7,10
"413","DT","Vervet","TS","543216",7,11
"414","DT","Vervet","TS","41652",7,12
"415","DT","Vervet","TS","612435",7,13
"416","DT","Vervet","TS","432165",7,14
"417","Pentagon","Vervet","CL","5234",1,1
"418","Pentagon","Vervet","GR","54321",1,1
"419","Pentagon","Vervet","JK","54321",1,1
"420","Pentagon","Vervet","JK","54321",1,2
"421","Pentagon","Vervet","JK","54321",1,3
"422","Pentagon","Vervet","JK","54321",1,4
"423","Pentagon","Vervet","JK","32154",2,5
"424","Pentagon","Vervet","JK","32154",2,6
"425","Pentagon","Vervet","JK","34512",2,7
"426","Pentagon","Vervet","JK","32154",2,8
"427","Pentagon","Vervet","JK","32154",2,9
"428","Pentagon","Vervet","JK","32154",2,10
"429","Pentagon","Vervet","JK","51234",2,11
"430","Pentagon","Vervet","JK","32154",2,12
"431","Pentagon","Vervet","JK","51234",2,13
"432","Pentagon","Vervet","JK","12345",3,14
"433","Pentagon","Vervet","JK","54321",3,15
"434","Pentagon","Vervet","JK","54321",3,16
"435","Pentagon","Vervet","JK","54321",3,17
"436","Pentagon","Vervet","JK","54321",3,18
"437","Pentagon","Vervet","JK","23154",4,19
"438","Pentagon","Vervet","JK","45123",4,20
"439","Pentagon","Vervet","JK","51234",5,21
"440","Pentagon","Vervet","JK","54321",5,22
"441","Pentagon","Vervet","JK","54321",5,23
"442","Pentagon","Vervet","JK","43215",5,24
"443","Pentagon","Vervet","JK","54321",6,25
"444","Pentagon","Vervet","JK","51234",6,26
"445","Pentagon","Vervet","JK","12345",6,27
"446","Pentagon","Vervet","JK","54321",6,28
"447","Pentagon","Vervet","JK","12345",6,29
"448","Pentagon","Vervet","JK","54321",6,30
"449","Pentagon","Vervet","JK","51234",6,31
"450","Pentagon","Vervet","JK","51234",6,32
"451","Pentagon","Vervet","JK","54321",6,33
"452","Pentagon","Vervet","JK","45123",6,34
"453","Pentagon","Vervet","JK","51234",6,35
"454","Pentagon","Vervet","JK","51234",6,36
"455","Pentagon","Vervet","JK","54321",6,37
"456","Pentagon","Vervet","JK","12345",6,38
"457","Pentagon","Vervet","JK","54321",6,39
"458","Pentagon","Vervet","JK","1532",6,40
"459","Pentagon","Vervet","JK","15432",6,41
"460","Pentagon","Vervet","JK","51234",7,42
"461","Pentagon","Vervet","JK","41235",7,43
"462","Pentagon","Vervet","JK","41532",7,44
"463","Pentagon","Vervet","NM","43215",1,1
"464","Pentagon","Vervet","NM","51234",1,2
"465","Pentagon","Vervet","NM","51234",1,3
"466","Pentagon","Vervet","NM","51234",1,4
"467","Pentagon","Vervet","NM","51234",1,5
"468","Pentagon","Vervet","NM","54321",1,6
"469","Pentagon","Vervet","NM","54321",1,7
"470","Pentagon","Vervet","NM","54321",1,8
"471","Pentagon","Vervet","NM","54321",1,9
"472","Pentagon","Vervet","NM","43215",1,10
"473","Pentagon","Vervet","NM","51234",2,11
"474","Pentagon","Vervet","NM","12345",3,12
"475","Pentagon","Vervet","NM","54321",3,13
"476","Pentagon","Vervet","NM","54321",3,14
"477","Pentagon","Vervet","NM","15432",3,15
"478","Pentagon","Vervet","NM","15432",3,16
"479","Pentagon","Vervet","NM","12345",3,17
"480","Pentagon","Vervet","NM","12345",3,18
"481","Pentagon","Vervet","NM","12345",3,19
"482","Pentagon","Vervet","NM","12345",3,20
"483","Pentagon","Vervet","NM","54321",3,21
"484","Pentagon","Vervet","NM","51234",4,22
"485","Pentagon","Vervet","NM","43215",4,23
"486","Pentagon","Vervet","NM","43215",4,24
"487","Pentagon","Vervet","NM","45123",4,25
"488","Pentagon","Vervet","NM","34512",4,26
"489","Pentagon","Vervet","NM","43215",5,27
"490","Pentagon","Vervet","NM","43215",5,28
"491","Pentagon","Vervet","NM","43215",5,29
"492","Pentagon","Vervet","NM","43215",5,30
"493","Pentagon","Vervet","NM","23451",5,31
"494","Pentagon","Vervet","NM","43215",5,32
"495","Pentagon","Vervet","NM","43215",5,33
"496","Pentagon","Vervet","TS","12354",1,1
"497","Pentagon","Vervet","TS","23154",1,2
"498","Pentagon","Vervet","TS","32145",2,3
"499","Pentagon","Vervet","TS","4123",2,4
"500","Pentagon","Vervet","TS","43215",2,5
"501","Pentagon","Vervet","TS","43215",2,6
"502","Pentagon","Vervet","TS","32154",2,7
"503","Pentagon","Vervet","TS","23451",2,8
"504","Pentagon","Vervet","TS","42351",2,9
"505","Pentagon","Vervet","TS","45123",2,10
"506","Pentagon","Vervet","AS","42315",1,1
"507","Pentagon","Vervet","AS","45123",1,2
"508","Pentagon","Vervet","AS","45123",1,3
"509","Pentagon","Vervet","AS","45123",1,4
"510","Pentagon","Vervet","AS","45123",1,5
"511","Pentagon","Vervet","CM","12345",1,1
"512","Pentagon","Vervet","CM","12345",1,2
"513","Pentagon","Vervet","CM","5421",1,3
"514","Pentagon","Vervet","CM","12345",1,4
"515","Pentagon","Vervet","CR","43215",1,1
"516","Pentagon","Vervet","CT","15432",1,1
"517","Pentagon","Vervet","CT","21543",2,2
"518","Pentagon","Vervet","CT","32154",2,3
"519","Pentagon","Vervet","CT","45123",2,4
"520","Pentagon","Vervet","CT","54321",3,5
"521","Pentagon","Vervet","CT","15432",3,6
"522","Pentagon","Vervet","CT","15432",3,7
"523","Pentagon","Vervet","CT","15432",3,8
"524","Pentagon","Vervet","CT","15432",3,9
"525","Pentagon","Vervet","CT","15432",3,10
"526","Pentagon","Vervet","CT","15432",3,11
"527","Pentagon","Vervet","CT","15432",3,12
"528","Pentagon","Vervet","CT","15432",3,13
"529","Pentagon","Vervet","JK","54321",1,1
"530","Pentagon","Vervet","JK","45123",1,2
"531","Pentagon","Vervet","JK","51234",1,3
"532","Pentagon","Vervet","JK","432",2,4
"533","Pentagon","Vervet","JK","32154",2,5
"534","Pentagon","Vervet","JK","32154",3,6
"535","Pentagon","Vervet","JL","12345",1,1
"536","Pentagon","Vervet","JL","34512",1,2
"537","Pentagon","Vervet","JL","45123",1,3
"538","Pentagon","Vervet","JM","45123",1,1
"539","Pentagon","Vervet","JV","43215",1,1
"540","Pentagon","Vervet","JV","51234",1,2
"541","Pentagon","Vervet","JV","45123",1,3
"542","Pentagon","Vervet","JV","34512",2,4
"543","Pentagon","Vervet","KW","12345",1,1
"544","Pentagon","Vervet","KW","43215",2,2
"545","Pentagon","Vervet","KW","45123",2,3
"546","Pentagon","Vervet","KW","43",2,4
"547","Pentagon","Vervet","KW","45123",2,5
"548","Pentagon","Vervet","KW","54321",2,6
"549","Pentagon","Vervet","LK","21543",1,1
"550","Pentagon","Vervet","LK","21543",1,2
"551","Pentagon","Vervet","LK","21543",1,3
"552","Pentagon","Vervet","LK","12345",2,4
"553","Pentagon","Vervet","LK","12345",2,5
"554","Pentagon","Vervet","LK","15234",3,6
"555","Pentagon","Vervet","LK","34512",3,7
"556","Pentagon","Vervet","ML","15234",1,1
"557","Pentagon","Vervet","ML","51234",1,2
"558","Pentagon","Vervet","ML","15432",2,3
"559","Pentagon","Vervet","ML","43215",3,4
"560","Pentagon","Vervet","ML","34512",3,5
"561","Pentagon","Vervet","ML","32154",3,6
"562","Pentagon","Vervet","OT","23451",1,1
"563","Pentagon","Vervet","PM","54321",1,1
"564","Pentagon","Vervet","PM","51234",1,2
"565","Pentagon","Vervet","PM","21543",2,3
"566","Pentagon","Vervet","PM","21543",2,4
"567","Pentagon","Vervet","PM","32154",2,5
"568","Pentagon","Vervet","PM","34512",3,6
"569","Pentagon","Vervet","PM","45123",3,7
"570","Pentagon","Vervet","PM","45123",3,8
"571","Pentagon","Vervet","PM","41235",3,9
"572","Pentagon","Vervet","PM","45123",3,10
"573","Pentagon","Vervet","PM","32154",3,11
"574","Pentagon","Vervet","PT","32154",1,1
"575","Pentagon","Vervet","PT","32154",1,2
"576","Pentagon","Vervet","PT","45123",2,3
"577","Pentagon","Vervet","PT","45123",2,4
"578","Pentagon","Vervet","PT","51234",2,5
"579","Pentagon","Vervet","PT","43215",3,6
"580","Pentagon","Vervet","PT","45123",3,7
"581","Pentagon","Vervet","PT","45123",3,8
"582","Pentagon","Vervet","PT","54321",3,9
"583","Pentagon","Vervet","PT","51234",3,10
"584","Pentagon","Vervet","PT","45123",3,11
"585","Pentagon","Vervet","PT","12543",3,12
"586","Pentagon","Vervet","PT","45123",3,13
